0,1,2,3
,singular,,plural
nominative,աստուածաշունչ ‎(astuacašunčʿ),աստուածաշունչք ‎(astuacašunčʿkʿ),
genitive,? ‎(?),? ‎(?),
dative,? ‎(?),? ‎(?),
accusative,աստուածաշունչ ‎(astuacašunčʿ),աստուածաշունչս ‎(astuacašunčʿs),
ablative,? ‎(?),? ‎(?),
instrumental,? ‎(?),? ‎(?),
locative,? ‎(?),աստուածաշունչս ‎(astuacašunčʿs),
the oblique cases are not attested,,,
,singular,,plural
nominative,աստուածաշունչ ‎(astuacašunčʿ),աստուածաշունչք ‎(astuacašunčʿkʿ),
genitive,աստուածաշնչի ‎(astuacašnčʿi),? ‎(?),
dative,աստուածաշնչի ‎(astuacašnčʿi),? ‎(?),
accusative,աստուածաշունչ ‎(astuacašunčʿ),աստուածաշունչս ‎(astuacašunčʿs),
ablative,աստուածաշնչէ ‎(astuacašnčʿē),? ‎(?),
instrumental,? ‎(?),? ‎(?),
locative,աստուածաշնչի ‎(astuacašnčʿi),աստուածաշունչս ‎(astuacašunčʿs),
"the instrumental singular and the genitive/dative/instrumental plural are not attested, which does not allow determining whether the word followed an i-type or an i-a-type declension",,,
