0,1,2,3,4
,singular,plural,,
nominative,ֆարերյան ‎(fareryan),ֆարերյաններ ‎(fareryanner),,
dative,ֆարերյանի ‎(fareryani),ֆարերյանների ‎(fareryanneri),,
ablative,ֆարերյանից ‎(fareryanicʿ),ֆարերյաններից ‎(fareryannericʿ),,
instrumental,ֆարերյանով ‎(fareryanov),ֆարերյաններով ‎(fareryannerov),,
locative,ֆարերյանում ‎(fareryanum),ֆարերյաններում ‎(fareryannerum),,
,definite forms,,,
nominative,ֆարերյանը/ֆարերյանն ‎(fareryanə/fareryann),ֆարերյանները/ֆարերյաններն ‎(fareryannerə/fareryannern),,
dative,ֆարերյանին ‎(fareryanin),ֆարերյաններին ‎(fareryannerin),,
,1st person possessive forms (my),,,
nominative,ֆարերյանս ‎(fareryans),ֆարերյաններս ‎(fareryanners),,
dative,ֆարերյանիս ‎(fareryanis),ֆարերյաններիս ‎(fareryanneris),,
ablative,ֆարերյանիցս ‎(fareryanicʿs),ֆարերյաններիցս ‎(fareryannericʿs),,
instrumental,ֆարերյանովս ‎(fareryanovs),ֆարերյաններովս ‎(fareryannerovs),,
locative,ֆարերյանումս ‎(fareryanums),ֆարերյաններումս ‎(fareryannerums),,
,2nd person possessive forms (your),,,
nominative,ֆարերյանդ ‎(fareryand),ֆարերյաններդ ‎(fareryannerd),,
dative,ֆարերյանիդ ‎(fareryanid),ֆարերյաններիդ ‎(fareryannerid),,
ablative,ֆարերյանիցդ ‎(fareryanicʿd),ֆարերյաններիցդ ‎(fareryannericʿd),,
instrumental,ֆարերյանովդ ‎(fareryanovd),ֆարերյաններովդ ‎(fareryannerovd),,
locative,ֆարերյանումդ ‎(fareryanumd),ֆարերյաններումդ ‎(fareryannerumd),,
Ֆարերյան կղզիներ ‎(Fareryan kłziner),,,,
