0,1,2,3
,singular,,plural
nominative,զէն ‎(zēn),զէնք ‎(zēnkʿ),
genitive,զինու ‎(zinu),զինուց ‎(zinucʿ),
dative,զինու ‎(zinu),զինուց ‎(zinucʿ),
accusative,զէն ‎(zēn),զէնս ‎(zēns),
ablative,զինէ ‎(zinē),զինուց ‎(zinucʿ),
instrumental,զինու ‎(zinu),զինուք ‎(zinukʿ),
locative,զինու ‎(zinu),զէնս ‎(zēns),
,singular,,plural
nominative,զէն ‎(zēn),զէնք ‎(zēnkʿ),
genitive,զինի ‎(zini),զինից ‎(zinicʿ),
dative,զինի ‎(zini),զինից ‎(zinicʿ),
accusative,զէն ‎(zēn),զէնս ‎(zēns),
ablative,զինէ ‎(zinē),զինից ‎(zinicʿ),
instrumental,զինիւ ‎(ziniw),զինիւք ‎(ziniwkʿ),
locative,զինի ‎(zini),զէնս ‎(zēns),
post-classical,,,
,singular,,plural
nominative,զէն ‎(zēn),զէնք ‎(zēnkʿ),
genitive,զինի ‎(zini),զինաց ‎(zinacʿ),
dative,զինի ‎(zini),զինաց ‎(zinacʿ),
accusative,զէն ‎(zēn),զէնս ‎(zēns),
ablative,զինէ ‎(zinē),զինաց ‎(zinacʿ),
instrumental,զինաւ ‎(zinaw),զինաւք = զինօք ‎(zinawkʿ = zinōkʿ),
locative,զինի ‎(zini),զէնս ‎(zēns),
post-classical,,,
անզէն ‎(anzēn)  անզինահար ‎(anzinahar)  ապազէն ‎(apazēn)  ապայազինութիւն ‎(apayazinutʿiwn)  առնազէն ‎(aṙnazēn)  ասպազէն ‎(aspazēn)  ասպազինեմ ‎(aspazinem)  աստուածազէն ‎(astuacazēn)  բազմազինութիւն ‎(bazmazinutʿiwn)  բանազինութիւն ‎(banazinutʿiwn)  գաղտազէն ‎(gałtazēn)  գինեզինիմ ‎(ginezinim)  գինեզինութիւն ‎(ginezinutʿiwn)  զէնընկէց ‎(zēnənkēcʿ)  զինագործութիւն ‎(zinagorcutʿiwn)  զինազարդեալ ‎(zinazardeal)  զինազգեաց ‎(zinazgeacʿ)  զինազգեստ ‎(zinazgest)  զինազգեստեալ ‎(zinazgesteal)  զինալից ‎(zinalicʿ)  զինական ‎(zinakan)  զինակիր ‎(zinakir)  զինակից ‎(zinakicʿ)  զինակցիմ ‎(zinakcʿim)  զինահամբառնամ ‎(zinahambaṙnam)  զինահարիմ ‎(zinaharim)  զինամարտիկ ‎(zinamartik)  զինամարտութիւն ‎(zinamartutʿiwn)  զինանոց ‎(zinanocʿ)  զինաշարժ ‎(zinašarž)  զինապատեանք ‎(zinapateankʿ)  զինապետ ‎(zinapet)  զինապէս ‎(zinapēs)  զինատեաց ‎(zinateacʿ)  զինաւոր ‎(zinawor)  զինաւորիմ ‎(zinaworim)  զինաքաղ ‎(zinakʿał)  զինեմ ‎(zinem)  զինիմ ‎(zinim)  զինուոր ‎(zinuor)  զինուորաբար ‎(zinuorabar)  զինուորական ‎(zinuorakan)  զինուորակից ‎(zinuorakicʿ)  զինուորանամ ‎(zinuoranam)  զինուորապետ ‎(zinuorapet)  զինուորեմ ‎(zinuorem)  զինուորեցուցանեմ ‎(zinuorecʿucʿanem)  զինուորիմ ‎(zinuorim)  զինուորութիւն ‎(zinuorutʿiwn)  զինուորօրէն ‎(zinuorōrēn)  ինքազէն ‎(inkʿazēn)  ինքնազէն ‎(inkʿnazēn)  իսպառազէն ‎(ispaṙazēn)  կենազէն ‎(kenazēn)  կորովազէն ‎(korovazēn)  հրազէն ‎(hrazēn)  հրազինեմ ‎(hrazinem)  հրաշազէն ‎(hrašazēn)  ձիազէնք ‎(jiazēnkʿ)  մահազէն ‎(mahazēn)  մեկնազէն ‎(meknazēn)  մեկնակազէն ‎(meknakazēn)  մենազինեալ ‎(menazineal)  ոսկիազէն ‎(oskiazēn)  չարազինեալ ‎(čʿarazineal)  պատենազէն ‎(patenazēn)  սատանայազէն ‎(satanayazēn)  սուրազէն ‎(surazēn)  սպառազէն ‎(spaṙazēn)  սպառազինական ‎(spaṙazinakan)  սպառազինապէս ‎(spaṙazinapēs)  սպառազինեմ ‎(spaṙazinem)  սպառազինիմ ‎(spaṙazinim)  սպառազինութիւն ‎(spaṙazinutʿiwn)  սրազէն ‎(srazēn)  սրազինեալ ‎(srazineal)  վրիժակազէն ‎(vrižakazēn)  տարտարոսազէն ‎(tartarosazēn)  քաջազէն ‎(kʿaǰazēn)  քոյինազէն ‎(kʿoyinazēn),,,
