0,1,2
,singular,plural
nominative,վարդագույն ‎(vardaguyn),վարդագույններ ‎(vardaguynner)
dative,վարդագույնի ‎(vardaguyni),վարդագույնների ‎(vardaguynneri)
ablative,վարդագույնից ‎(vardaguynicʿ),վարդագույններից ‎(vardaguynnericʿ)
instrumental,վարդագույնով ‎(vardaguynov),վարդագույններով ‎(vardaguynnerov)
locative,վարդագույնում ‎(vardaguynum),վարդագույններում ‎(vardaguynnerum)
,definite forms,
nominative,վարդագույնը/վարդագույնն ‎(vardaguynə/vardaguynn),վարդագույնները/վարդագույններն ‎(vardaguynnerə/vardaguynnern)
dative,վարդագույնին ‎(vardaguynin),վարդագույններին ‎(vardaguynnerin)
,1st person possessive forms (my),
nominative,վարդագույնս ‎(vardaguyns),վարդագույններս ‎(vardaguynners)
dative,վարդագույնիս ‎(vardaguynis),վարդագույններիս ‎(vardaguynneris)
ablative,վարդագույնիցս ‎(vardaguynicʿs),վարդագույններիցս ‎(vardaguynnericʿs)
instrumental,վարդագույնովս ‎(vardaguynovs),վարդագույններովս ‎(vardaguynnerovs)
locative,վարդագույնումս ‎(vardaguynums),վարդագույններումս ‎(vardaguynnerums)
,2nd person possessive forms (your),
nominative,վարդագույնդ ‎(vardaguynd),վարդագույններդ ‎(vardaguynnerd)
dative,վարդագույնիդ ‎(vardaguynid),վարդագույններիդ ‎(vardaguynnerid)
ablative,վարդագույնիցդ ‎(vardaguynicʿd),վարդագույններիցդ ‎(vardaguynnericʿd)
instrumental,վարդագույնովդ ‎(vardaguynovd),վարդագույններովդ ‎(vardaguynnerovd)
locative,վարդագույնումդ ‎(vardaguynumd),վարդագույններումդ ‎(vardaguynnerumd)
,singular,plural
nominative,վարդագույն ‎(vardaguyn),վարդագույններ ‎(vardaguynner)
dative,վարդագույնի ‎(vardaguyni),վարդագույնների ‎(vardaguynneri)
ablative,վարդագույնից ‎(vardaguynicʿ),վարդագույններից ‎(vardaguynnericʿ)
instrumental,վարդագույնով ‎(vardaguynov),վարդագույններով ‎(vardaguynnerov)
locative,—,—
,definite forms,
nominative,վարդագույնը/վարդագույնն ‎(vardaguynə/vardaguynn),վարդագույնները/վարդագույններն ‎(vardaguynnerə/vardaguynnern)
dative,վարդագույնին ‎(vardaguynin),վարդագույններին ‎(vardaguynnerin)
,1st person possessive forms (my),
nominative,վարդագույնս ‎(vardaguyns),վարդագույններս ‎(vardaguynners)
dative,վարդագույնիս ‎(vardaguynis),վարդագույններիս ‎(vardaguynneris)
ablative,վարդագույնիցս ‎(vardaguynicʿs),վարդագույններիցս ‎(vardaguynnericʿs)
instrumental,վարդագույնովս ‎(vardaguynovs),վարդագույններովս ‎(vardaguynnerovs)
locative,—,—
,2nd person possessive forms (your),
nominative,վարդագույնդ ‎(vardaguynd),վարդագույններդ ‎(vardaguynnerd)
dative,վարդագույնիդ ‎(vardaguynid),վարդագույններիդ ‎(vardaguynnerid)
ablative,վարդագույնիցդ ‎(vardaguynicʿd),վարդագույններիցդ ‎(vardaguynnericʿd)
instrumental,վարդագույնովդ ‎(vardaguynovd),վարդագույններովդ ‎(vardaguynnerovd)
locative,—,—
,singular (singulare tantum),
nominative,վարդագույն ‎(vardaguyn),
dative,վարդագույնի ‎(vardaguyni),
ablative,վարդագույնից ‎(vardaguynicʿ),
instrumental,վարդագույնով ‎(vardaguynov),
locative,վարդագույնում ‎(vardaguynum),
,definite forms,
nominative,վարդագույնը/վարդագույնն ‎(vardaguynə/vardaguynn),
dative,վարդագույնին ‎(vardaguynin),
,1st person possessive forms (my),
nominative,վարդագույնս ‎(vardaguyns),
dative,վարդագույնիս ‎(vardaguynis),
ablative,վարդագույնիցս ‎(vardaguynicʿs),
instrumental,վարդագույնովս ‎(vardaguynovs),
locative,վարդագույնումս ‎(vardaguynums),
,2nd person possessive forms (your),
nominative,վարդագույնդ ‎(vardaguynd),
dative,վարդագույնիդ ‎(vardaguynid),
ablative,վարդագույնիցդ ‎(vardaguynicʿd),
instrumental,վարդագույնովդ ‎(vardaguynovd),
locative,վարդագույնումդ ‎(vardaguynumd),
