0,1
,plural only (plurale tantum)
nominative,ծունկք ‎(cunkkʿ)
genitive,ծնկաց ‎(cnkacʿ)
dative,ծնկաց ‎(cnkacʿ)
accusative,ծունկս ‎(cunks)
ablative,ծնկաց ‎(cnkacʿ)
instrumental,ծնկաւք = ծնկօք ‎(cnkawkʿ = cnkōkʿ)
locative,ծունկս ‎(cunks)
The plural instrumental can also be ծնկովք ‎(cnkovkʿ).,
