0,1,2,3,4
masculine,singular,plural,,
indefinite,definite,indefinite,definite,
nominative,strengr,strengrinn,strengir,strengirnir
accusative,streng,strenginn,strengi,strengina
dative,streng,strenginum,strengjum,strengjumnum
genitive,strengjar,strengjarins,strengja,strengjanna
masculine,singular,plural,,
indefinite,definite,indefinite,definite,
nominative,strengr,strengrinn,strengir,strengirnir
accusative,streng,strenginn,strengi,strengina
dative,streng,strenginum,strengjum,strengjumnum
genitive,strengs,strengarins,strengja,strengjanna
Danish: streng c  Faroese: strongur m  Icelandic: strengur m  Norwegian Bokmål: streng m  Norwegian Nynorsk: streng m,,Old Irish: sreng f  Irish: sreang  Manx: streng f  Swedish: sträng c,,
