0,1,2,3
Picture dictionary,,,
plecs  augšdelms paduse elkonis  apakšdelms plauksta pirksti,,,
Roka  loceklis  ķermenis,Roka  loceklis  ķermenis,loceklis,ķermenis
Roka  loceklis  ķermenis,loceklis,ķermenis,
loceklis,,,
ķermenis,,,
Roka  loceklis  ķermenis,loceklis,ķermenis,
loceklis,,,
ķermenis,,,
loceklis,,,
ķermenis,,,
,singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),roka,rokas,
accusative (akuzatīvs),roku,rokas,
genitive (ģenitīvs),rokas,roku,
dative (datīvs),rokai,rokām,
instrumental (instrumentālis),roku,rokām,
locative (lokatīvs),rokā,rokās,
vocative (vokatīvs),roka,rokas,
