0,1,2
,,(file)
,singular (vienskaitlis),plural (daudzskaitlis)
nominative (nominatīvs),firsts,firsti
accusative (akuzatīvs),firstu,firstus
genitive (ģenitīvs),firsta,firstu
dative (datīvs),firstam,firstiem
instrumental (instrumentālis),firstu,firstiem
locative (lokatīvs),firstā,firstos
vocative (vokatīvs),first,firsti
"barons, baronese  firsts, firstiene  grāfs, grāfiene  hercogs, hercogiene  erchercogs, erchercogiene  lielhercogs, lielhercogiene",,"kņazs, kņaziene  lielkņazs, lielkņaziene  marķīzs, marķīze  princis, princese  vikonts, vikontese"
