0,1,2,3,4,5,6,7
Picture dictionary,,,,,,,
,,,,,,,
organisms,organisms,organisms,,,,,
organisms,organisms,,,,,,
organisms,,,,,,,
zīdītājs  zivs  abinieki  rāpulis  putns  kukainis,zīdītājs  zivs  abinieki  rāpulis  putns  kukainis,zīdītājs,zivs,abinieki,rāpulis,putns,kukainis
zīdītājs  zivs  abinieki  rāpulis  putns  kukainis,zīdītājs,zivs,abinieki,rāpulis,putns,kukainis,
zīdītājs,,,,,,,
zivs,,,,,,,
abinieki,,,,,,,
rāpulis,,,,,,,
putns,,,,,,,
kukainis,,,,,,,
organisms,organisms,,,,,,
organisms,,,,,,,
organisms,,,,,,,
zīdītājs  zivs  abinieki  rāpulis  putns  kukainis,zīdītājs,zivs,abinieki,rāpulis,putns,kukainis,
zīdītājs,,,,,,,
zivs,,,,,,,
abinieki,,,,,,,
rāpulis,,,,,,,
putns,,,,,,,
kukainis,,,,,,,
zīdītājs,,,,,,,
zivs,,,,,,,
abinieki,,,,,,,
rāpulis,,,,,,,
putns,,,,,,,
kukainis,,,,,,,
,,(file),,,,,
,singular (vienskaitlis),plural (daudzskaitlis),,,,,
nominative (nominatīvs),dzīvnieks,dzīvnieki,,,,,
accusative (akuzatīvs),dzīvnieku,dzīvniekus,,,,,
genitive (ģenitīvs),dzīvnieka,dzīvnieku,,,,,
dative (datīvs),dzīvniekam,dzīvniekiem,,,,,
instrumental (instrumentālis),dzīvnieku,dzīvniekiem,,,,,
locative (lokatīvs),dzīvniekā,dzīvniekos,,,,,
vocative (vokatīvs),dzīvniek,dzīvnieki,,,,,
