0,1,2,3,4,5
,,(file),,,
,,(file),,,
,INDICATIVE (īstenības izteiksme),IMPERATIVE(pavēles izteiksme),,,
,,Present(tagadne),Past(pagātne),Future(nākotne),
1st pers. sg.,es,dzimstu,dzimu,dzimšu,—
2nd pers. sg.,tu,dzimsti,dzimi,dzimsi,dzimsti
3rd pers. sg.,"viņš, viņa",dzimst,dzima,dzims,lai dzimst
1st pers. pl.,mēs,dzimstam,dzimām,dzimsim,dzimsim
2nd pers. pl.,jūs,dzimstat,dzimāt,"dzimsiet,dzimsit",dzimstiet
3rd pers. pl.,"viņi, viņas",dzimst,dzima,dzims,lai dzimst
,,,,,
CONJUNCTIVE (atstāstījuma izteiksme),PARTICIPLES (divdabji),,,,
Present,dzimstot,Present Active 1 (Adj.),dzimstošs,,
Past,esot dzimis,Present Active 2 (Adv.),dzimdams,,
Future,dzimšot,Present Active 3 (Adv.),dzimstot,,
Imperative,lai dzimstot,Present Active 4 (Obj.),dzimstam,,
CONDITIONAL (vēlējuma izteiksme),Past Active,dzimis,,,
Present,dzimtu,Present Passive,dzimstams,,
Past,būtu dzimis,Past Passive,dzimts,,
DEBITIVE (vajadzības izteiksme),NOMINAL FORMS,,,,
Indicative,(būt) jādzimst,Infinitive (nenoteiksme),dzimt,,
Conjunctive 1,esot jādzimst,Negative Infinitive,nedzimt,,
Conjunctive 2,jādzimstot,Verbal noun,dzimšana,,
atdzimt  iedzimt,,izdzimt  pārdzimt,,piedzimt  sadzimt,
