0,1,2
Picture dictionary,,
galvaskauss  smadzenes acs deguns mute zods žoklis auss  deniņi kakls,,
(Cilvēka) galva,(Cilvēka) galva,
(Cilvēka) galva,,
ķermenis,ķermenis,ķermenis
ķermenis,ķermenis,
ķermenis,,
(Cilvēka) galva,,
ķermenis,ķermenis,
ķermenis,,
ķermenis,,
,,(file)
,singular (vienskaitlis),plural (daudzskaitlis)
nominative (nominatīvs),galva,galvas
accusative (akuzatīvs),galvu,galvas
genitive (ģenitīvs),galvas,galvu
dative (datīvs),galvai,galvām
instrumental (instrumentālis),galvu,galvām
locative (lokatīvs),galvā,galvās
vocative (vokatīvs),galva,galvas
