0,1,2,3
Picture dictionary,,,
zīlītevaravīksneneradzene Šlemma kanāls starenes saites dzīslene cīpslene (sklēra)priekšējā acskamera mugurējāacs kamerastarenelēcastiklveida ķermenis tīkleneredzes nervs,,,
(Cilvēka) acs (1),(Cilvēka) acs (1),,
(Cilvēka) acs (1),,,
galva  ķermenis,galva  ķermenis,galva,ķermenis
galva  ķermenis,galva,ķermenis,
galva,,,
ķermenis,,,
(Cilvēka) acs (1),,,
galva  ķermenis,galva,ķermenis,
galva,,,
ķermenis,,,
galva,,,
ķermenis,,,
,,(file),
,singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),acs,acis,
accusative (akuzatīvs),aci,acis,
genitive (ģenitīvs),acs,acu,
dative (datīvs),acij,acīm,
instrumental (instrumentālis),aci,acīm,
locative (lokatīvs),acī,acīs,
vocative (vokatīvs),acs,acis,
acīgs  acs ābols  acs baltums,,acs dobums  acu vāki  tīkla acis,
