0,1,2,3
Picture dictionary,,,
celis  potīte celis  potīte gurns ciska celis  ikri  potīte pēda,,,
Kāja  loceklis  ķermenis,Kāja  loceklis  ķermenis,loceklis,ķermenis
Kāja  loceklis  ķermenis,loceklis,ķermenis,
loceklis,,,
ķermenis,,,
Kāja  loceklis  ķermenis,loceklis,ķermenis,
loceklis,,,
ķermenis,,,
loceklis,,,
ķermenis,,,
,,(file),
,singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),kāja,kājas,
accusative (akuzatīvs),kāju,kājas,
genitive (ģenitīvs),kājas,kāju,
dative (datīvs),kājai,kājām,
instrumental (instrumentālis),kāju,kājām,
locative (lokatīvs),kājā,kājās,
vocative (vokatīvs),kāja,kājas,
