0,1,2
Case/Form,Singular,Plural
Nominative,ಸೂರ್ಯನು ‎(sūryanu),ಸೂರ್ಯರು ‎(sūryaru)
Accusative,ಸೂರ್ಯನನ್ನು ‎(sūryanannu),ಸೂರ್ಯರನ್ನು ‎(sūryarannu)
Instrumental,ಸೂರ್ಯನಿಂದ ‎(sūryaniṃda),ಸೂರ್ಯರಿಂದ ‎(sūryariṃda)
Dative,ಸೂರ್ಯನಿಗೆ ‎(sūryanige),ಸೂರ್ಯರಿಗೆ ‎(sūryarige)
Genitive,ಸೂರ್ಯನ ‎(sūryana),ಸೂರ್ಯರ ‎(sūryara)
Case/Form,Singular,Plural
Nominative,ಸೂರ್ಯವು ‎(sūryavu),ಸೂರ್ಯಗಳು ‎(sūryagaḷu)
Accusative,ಸೂರ್ಯವನ್ನು ‎(sūryavannu),ಸೂರ್ಯಗಳನ್ನು ‎(sūryagaḷannu)
Instrumental,ಸೂರ್ಯದಿಂದ ‎(sūryadiṃda),ಸೂರ್ಯಗಳಿಂದ ‎(sūryagaḷiṃda)
Dative,ಸೂರ್ಯಕ್ಕೆ ‎(sūryakke),ಸೂರ್ಯಗಳಿಗೆ ‎(sūryagaḷige)
Genitive,ಸೂರ್ಯದ ‎(sūryada),ಸೂರ್ಯಗಳ ‎(sūryagaḷa)
