0,1,2,3
IMPERFECTIVE,singular,duoplural,plural
1st person,yishnééh,yiiʼnééh,deiiʼnééh
2nd person,ninééh,wohnééh,daahnééh
3rd person,yinééh,daanééh,
4th person,jinééh,dajinééh,
PERFECTIVE,singular,duoplural,plural
1st person,yisdzaa,yiidzaa,deiidzaa
2nd person,yinidzaa,woohdzaa,daoohdzaa
3rd person,yidzaa,daadzaa,
4th person,dzidzaa,dadzidzaa,
FUTURE,singular,duoplural,plural
1st person,deeshnííł,diiʼnííł,dadiiʼnííł
2nd person,díínííł,doohnííł,dadoohnííł
3rd person,doonííł,dadoonííł,
4th person,jidoonííł,dazhdoonííł,
IMPERFECTIVE,singular,duoplural,plural
1st person,yishnééh,yiiʼnééh,deiiʼnééh
2nd person,ninééh,wohnééh,daahnééh
3rd person,yinééh,—,
4th person,jinééh,dajinééh,
PERFECTIVE,singular,duoplural,plural
1st person,yíná,yiiʼná,dasiiʼná
2nd person,yíníná,wooná,dasooná
3rd person,—,—,
4th person,jííná,dajizná,
FUTURE,singular,duoplural,plural
1st person,deeshnééł,diiʼnééł,dadiiʼnééł
2nd person,díínééł,doohnééł,dadoohnééł
3rd person,—,—,
4th person,jidoonééł,dazhdoonééł,
