0,1,2
Audio (NV),,(file)
IMPERFECTIVE,singular,
3rd person,bą́ą́h ílį́,
PERFECTIVE,singular,
3rd person,bą́ą́h azlį́į́ʼ,
FUTURE,singular,
3rd person,bą́ą́h adooleeł,
