0,1,2,3
IMPERFECTIVE,singular,duoplural,plural
1st person,yishtʼįįh,yiitʼįįh,deiitʼįįh
2nd person,nitʼįįh,wohtʼįįh,daahtʼįįh
3rd person,yitʼįįh,deitʼįįh,
4th person,jitʼįįh,dajitʼįįh,
PERFECTIVE¹,singular,duoplural,plural
1st person,sétʼįįd,siitʼįįd,dasiitʼįįd
2nd person,sínítʼįįd,sootʼįįd,dasootʼįįd
3rd person,yiztʼįįd,deiztʼįįd,
4th person,jiztʼįįd,dajiztʼįįd,
PERFECTIVE²,singular,duoplural,plural
1st person,sistʼįįd,siitʼįįd,dasiitʼįįd
2nd person,sínítʼįįd,soohtʼįįd,dasoohtʼįįd
3rd person,—,—,
4th person,jistʼįįd,dajistʼįįd,
FUTURE,singular,duoplural,plural
1st person,deeshtʼįįł,diitʼįįł,dadiitʼįįł
2nd person,díítʼįįł,doohtʼįįł,dadoohtʼįįł
3rd person,yidootʼįįł,deidootʼįįł,
4th person,jidootʼįįł,dazhdootʼįįł,
IMPERFECTIVE,singular,duoplural,plural
1st person,yishtʼįįh,yiitʼįįh,deiitʼįįh
2nd person,nitʼįįh,wohtʼįįh,daahtʼįįh
3rd person,yitʼįįh,—,
4th person,jitʼįįh,dajitʼįįh,
PERFECTIVE,singular,duoplural,plural
1st person,sistʼįįd,siitʼįįd,dasiitʼįįd
2nd person,sínítʼįįd,soohtʼįįd,dasoohtʼįįd
3rd person,—,—,
4th person,jistʼįįd,dajistʼįįd,
FUTURE,singular,duoplural,plural
1st person,deeshtʼįįł,diitʼįįł,dadiitʼįįł
2nd person,díítʼįįł,doohtʼįįł,dadoohtʼįįł
3rd person,—,—,
4th person,jidootʼįįł,dazhdootʼįįł,
