0,1
IMPERFECTIVE,singular
3rd person,bééhániih
PERFECTIVE,singular
3rd person,bééhóóniiʼ
FUTURE,singular
3rd person,bééhodoonih
ITERATIVE,singular
3rd person,béénáhánih
OPTATIVE,singular
3rd person,bééhónííh
