0,1,2
audio,,(file)
PIE root,,
*bʰruHg-,,
"Inflection of gebruiken (weak, prefixed)",,
infinitive,gebruiken,
past singular,gebruikte,
past participle,gebruikt,
infinitive,gebruiken,
gerund,gebruiken n,
verbal noun,—,
,present tense,past tense
1st person singular,gebruik,gebruikte
2nd person sing. (jij),gebruikt,gebruikte
2nd person sing. (u),gebruikt,gebruikte
2nd person sing. (gij),gebruikt,gebruikte
3rd person singular,gebruikt,gebruikte
plural,gebruiken,gebruikten
,,
subjunctive sing.1,gebruike,gebruikte
subjunctive plur.1,gebruiken,gebruikten
,,
imperative sing.,gebruik,
imperative plur.1,gebruikt,
,,
participles,gebruikend,gebruikt
1) Archaic.,,
gebruiker  gebruikelijk  veelgebruikt,,
