0,1,2
Audio,,(file)
Inflection of gebiedend,,
uninflected,gebiedend,
inflected,gebiedende,
comparative,—,
,positive,
predicative/adverbial,gebiedend,
indefinite,m./f. sing.,gebiedende
n. sing.,gebiedend,
plural,gebiedende,
definite,gebiedende,
partitive,gebiedends,
Inflection of gebiedend,,
uninflected,gebiedend,
inflected,gebiedende,
comparative,—,
,positive,
predicative/adverbial,gebiedendgebiedende,
indefinite,m./f. sing.,gebiedende
n. sing.,gebiedend,
plural,gebiedende,
definite,gebiedende,
partitive,gebiedends,
