0,1,2,3,4
Audio,,(file),,
"Inflection of wegwaaien (weak, separable)",,,,
infinitive,wegwaaien,,,
past singular,waaide weg,,,
past participle,weggewaaid,,,
infinitive,wegwaaien,,,
gerund,wegwaaien n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,waai weg,waaide weg,wegwaai,wegwaaide
2nd person sing. (jij),waait weg,waaide weg,wegwaait,wegwaaide
2nd person sing. (u),waait weg,waaide weg,wegwaait,wegwaaide
2nd person sing. (gij),waait weg,waaide weg,wegwaait,wegwaaide
3rd person singular,waait weg,waaide weg,wegwaait,wegwaaide
plural,waaien weg,waaiden weg,wegwaaien,wegwaaiden
,,,,
subjunctive sing.1,waaie weg,waaide weg,wegwaaie,wegwaaide
subjunctive plur.1,waaien weg,waaiden weg,wegwaaien,wegwaaiden
,,,,
imperative sing.,waai weg,,,
imperative plur.1,waait weg,,,
,,,,
participles,wegwaaiend,weggewaaid,,
1) Archaic.,,,,
"Inflection of wegwaaien (strong class 6 with weak past participle, separable)",,,,
infinitive,wegwaaien,,,
past singular,woei weg,,,
past participle,weggewaaid,,,
infinitive,wegwaaien,,,
gerund,wegwaaien n,,,
verbal noun,—,,,
,main clause,subordinate clause,,
,present tense,past tense,present tense,past tense
1st person singular,waai weg,woei weg,wegwaai,wegwoei
2nd person sing. (jij),waait weg,woei weg,wegwaait,wegwoei
2nd person sing. (u),waait weg,woei weg,wegwaait,wegwoei
2nd person sing. (gij),waait weg,woeit weg,wegwaait,wegwoeit
3rd person singular,waait weg,woei weg,wegwaait,wegwoei
plural,waaien weg,woeien weg,wegwaaien,wegwoeien
,,,,
subjunctive sing.1,waaie weg,woeie weg,wegwaaie,wegwoeie
subjunctive plur.1,waaien weg,woeien weg,wegwaaien,wegwoeien
,,,,
imperative sing.,waai weg,,,
imperative plur.1,waait weg,,,
,,,,
participles,wegwaaiend,weggewaaid,,
1) Archaic.,,,,
