0,1,2
audio (Belgium),,(file)
audio (Netherlands),,(file)
PIE roots,,
*ǵʰeh₁-,,
*ǵʰengʰ-,,
"Inflection of gaan (strong class 7, irregular)",,
infinitive,gaan,
past singular,ging,
past participle,gegaan,
infinitive,gaan,
gerund,gaan n,
verbal noun,—,
,present tense,past tense
1st person singular,ga,ging
2nd person sing. (jij),gaat,ging
2nd person sing. (u),gaat,ging
2nd person sing. (gij),gaat,gingt
3rd person singular,gaat,ging
plural,gaan,gingen
,,
subjunctive sing.1,ga,ginge
subjunctive plur.1,gaan,gingen
,,
imperative sing.,ga,
imperative plur.1,gaat,
,,
participles,gaand,gegaan
1) Archaic.,,
