0,1,2,3,4
PIE root,,,,
*ǵʰelh₃-,,,,
gulur a1,,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),gulur,gul,gult,
Accusative (hvønnfall),gulan,gula,,
Dative (hvørjumfall),gulum,gulari,gulum,
Genitive (hvørsfall),(guls),(gular),(guls),
,,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),gulir,gular,gul,
Accusative (hvønnfall),gular,,,
Dative (hvørjumfall),gulum,,,
Genitive (hvørsfall),(gula),,,
brandgulur ‎(“orange”)  gularót f ‎(“carrot”)  gulaskón,,"gulgrønur ‎(“yellow-green”)  gullittur  ljósagulur ‎(“light yellow, bright yellow, pale yellow”)",,myrkagulur ‎(“dark yellow”)  reyðgulur
bláur ‎(“blue”)  brúnur ‎(“brown”)  gráur ‎(“grey”)  grønur ‎(“green”),,gyltur  hvítur ‎(“white”)  litur m ‎(“colour”)  reyður ‎(“red”),,silvurbláur  silvurgráur  silvurlittur  svartur ‎(“black”)
