0,1,2,3,4
brúnur a1,,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),brúnur,brún,brúnt,
Accusative (hvønnfall),brúnan,brúna,,
Dative (hvørjumfall),brúnum,brúnari,brúnum,
Genitive (hvørsfall),(brúns),(brúnar),(brúns),
,,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn),
Nominative (hvørfall),brúnir,brúnar,brún,
Accusative (hvønnfall),brúnar,,,
Dative (hvørjumfall),brúnum,,,
Genitive (hvørsfall),(brúna),,,
brúngráur  brúnligur ‎(“brownish”)  brúnsvartur ‎(“brownish black”),,"dimmbrúnur, myrkabrúnur ‎(“dark brown”)  grábrúnur",,"gulbrúnur  ljósabrúnur ‎(“light brown, tan”)"
bláur ‎(“blue”)  gráur ‎(“grey”)  grønur ‎(“green”),,gulur ‎(“yellow”)  hvítur ‎(“white”)  litur m ‎(“colour”),,reyður ‎(“red”)  svartur ‎(“black”)
