0,1,2,3
PIE root,,,
*dʰewb-,,,
djúpur a1,,,
Singular (eintal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),djúpur,djúp,djúpt
Accusative (hvønnfall),djúpan,djúpa,
Dative (hvørjumfall),djúpum,djúpari,djúpum
Genitive (hvørsfall),(djúps),(djúpar),(djúps)
,,,
Plural (fleirtal),m (kallkyn),f (kvennkyn),n (hvørkikyn)
Nominative (hvørfall),djúpir,djúpar,djúp
Accusative (hvønnfall),djúpar,,
Dative (hvørjumfall),djúpum,,
Genitive (hvørsfall),(djúpa),,
Weak adjectival inflection of djúpur,,,
Singular (eintal),m,f,n
Nominative (hvørfall),djúpi,djúpa,djúpa
Accusative (hvønnfall),djúpa,djúpu,
Dative (hvørjumfall),,,
Genitive (hvørsfall),,,
,,,
Plural (fleirtal),m,f,n
Nominative (hvørfall),djúpu,,
Accusative (hvønnfall),,,
Dative (hvørjumfall),,,
Genitive (hvørsfall),,,
