0,1,2,3,4
m17,Singular,Plural,,
,Indefinite,Definite,Indefinite,Definite
Nominative,bókstavur,bókstavurin,bókstavir,bókstavirnir
Accusative,bókstav,bókstavin,bókstavir,bókstavirnar
Dative,bókstavi,bókstavinum,bókstøvum/bókstavum,bókstøvunum/bókstavunum
Genitive,bókstavs,bókstavsins,bókstava,bókstavanna
m8,Singular,Plural,,
,Indefinite,Definite,Indefinite,Definite
Nominative,bókstavur,bókstavurin,bókstavar,bókstavarnir
Accusative,bókstav,bókstavin,bókstavar,bókstavarnar
Dative,bókstavi,bókstavinum,bókstøvum,bókstøvunum
Genitive,bókstavs,bókstavsins,bókstava,bókstavanna
m6,Singular,Plural,,
,Indefinite,Definite,Indefinite,Definite
Nominative,bókstavur,bókstavurin,bókstavar,bókstavarnir
Accusative,bókstav,bókstavin,bókstavar,bókstavarnar
Dative,bókstavi,bókstavinum,bókstavum,bókstavunum
Genitive,bókstavs,bókstavsins,bókstava,bókstavanna
