0,1,2,3,4
n24,Singular,Plural,,
,Indefinite,Definite,Indefinite,Definite
Nominative,føri,førið,føri(r),førini
Accusative,føri,førið,føri(r),førini
Dative,føri,før(i)num,førum,førunum
Genitive,føris,førisins,føra,føranna
v-1,,,,
,,,,
infinitive,føra,,,
present participle,førandi,,,
past participle a7,førdur,,,
supine,ført,,,
number,singular,plural,,
person,first,second,third,all
indicative,eg,tú,hann/hon/tað,"vit, tit, teir/tær/tey, tygum"
present,føri,førir,førir,føra
past,førdi,førdi,førdi,førdu
imperative,–,tú,–,tit
present,—,før!,—,førið!
