0,1,2,3,4,5,6,7
infinitive,creire,,,,,,
gerund,creyaunt,,,,,,
auxiliary,aveir,,,,,,
past participle,,masculine,feminine,,,,
singular,creu,creue,,,,,
plural,creus,creues,,,,,
,singular,plural,,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,,
indicative,,je (j'),tu (t'),"i (il), o (ol),no (no-z-)",jenos,vos,"i (il), o (ol)"
present,creis,creis,creit,creyoums,creyaez,creient,
imperfect,creyeis,creyeis,creyeit,creyioums,creyiaez,creyeient,
preterite,creus,creus,creut,creûmes,creûtes,creûtent,
preterite (-i-),criyis,criyis,criyit,criyîmes,criyîtes,criyîtent,
future,creirai,creiras,creira,creiroums,creiraez,creirount,
conditional,creireis,creireis,creireit,creirioums,creiriaez,creireient,
,,,,,,,
subjunctive,,qùe je (j'),qùe te (t'),"qù'i (il), qù'o (ol),qùe no (no-z-)",qùe jeqùe nos,qùe vos,"qù'i (il), qù'o (ol)"
present,creie,creies,creie,creyioums,creyiaez,creient,
imperfect,creusse,creusses,creûtcreusse,creussioums,creussiaez,creûtentcreussent,
imperfect (-i-),criyisse,criyisses,criyîtcriyisse,criyissioums,criyissiaez,criyîtentcriyissent,
,,,,,,,
imperative,,—,tu,—,nos/je,vos,—
affirmative,,creis,,creyoums,creyaez,,
negative,,né creis paé,,né creyoums paé,né creyaez paé,,
