0,1,2
,singular,plural
indefinite,дроб,дробове
definite(subject form),дробът,дробовете
definite(object form),дроба,
count form,—,дроба
vocative form,дробе,дробове
,singular,plural
indefinite,дроб,дроби
definite,дробта,дробите
