0,1,2,3,4
Audio,,(file),,
,masculine,feminine,neuter,plural
indefinite,български,българска,българско,български
definite(subject form),българският,българската,българското,българските
definite(object form),българския,,,
extended(vocative form),"български,българский",,,
,masculine,feminine,neuter,plural
indefinite,по-български,по-българска,по-българско,по-български
definite(subject form),по-българският,по-българската,по-българското,по-българските
definite(object form),по-българския,,,
extended(vocative form),"по-български,по-българский",,,
,masculine,feminine,neuter,plural
indefinite,най-български,най-българска,най-българско,най-български
definite(subject form),най-българският,най-българската,най-българското,най-българските
definite(object form),най-българския,,,
extended(vocative form),"най-български,най-българский",,,
