0,1,2,3,4
<  4th,5th,6th  >,,
Cardinal : пет ‎(pet)     Ordinal : пети ‎(peti),,,,
,,,,
,masculine,feminine,neuter,plural
indefinite,пети,пета,пето,пети
definite(subject form),петият,петата,петото,петите
definite(object form),петия,,,
extended(vocative form),"пети,петий",,,
,masculine,feminine,neuter,plural
indefinite,по-пети,по-пета,по-пето,по-пети
definite(subject form),по-петият,по-петата,по-петото,по-петите
definite(object form),по-петия,,,
extended(vocative form),"по-пети,по-петий",,,
,masculine,feminine,neuter,plural
indefinite,най-пети,най-пета,най-пето,най-пети
definite(subject form),най-петият,най-петата,най-петото,най-петите
definite(object form),най-петия,,,
extended(vocative form),"най-пети,най-петий",,,
