0,1,2,3,4
,masculine,feminine,neuter,plural
indefinite,отровен,отровна,отровно,отровни
definite(subject form),отровният,отровната,отровното,отровните
definite(object form),отровния,,,
extended(vocative form),"отровни,отровний",,,
,masculine,feminine,neuter,plural
indefinite,по-отровен,по-отровна,по-отровно,по-отровни
definite(subject form),по-отровният,по-отровната,по-отровното,по-отровните
definite(object form),по-отровния,,,
extended(vocative form),"по-отровни,по-отровний",,,
,masculine,feminine,neuter,plural
indefinite,най-отровен,най-отровна,най-отровно,най-отровни
definite(subject form),най-отровният,най-отровната,най-отровното,най-отровните
definite(object form),най-отровния,,,
extended(vocative form),"най-отровни,най-отровний",,,
