0,1,2,3
"Contracted, sk-skk gradation",,,
Nominative,vuoskku,,
Genitive,vusko,,
,Singular,Plural,
Nominative,vuoskku,vuskot,
Accusative,vusko,vuskuid,
Genitive,vusko,vuskuid,
Illative,vuskui,vuskuide,
Locative,vuskos,vuskuin,
Comitative,vuskuin,vuskuiguin,
Essive,vuoskkun,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,vuskon,vuskome,vuskomet
2nd person,vuskot,vuskode,vuskodet
3rd person,vuskos,vuskoska,vuskoset
"Odd, sk-skk gradation",,,
Nominative,vuoskku,,
Genitive,vuskona,,
,Singular,Plural,
Nominative,vuoskku,vuskonat,
Accusative,vuskona,vuskoniid,
Genitive,vuskona,vuskoniid,
Illative,vuskonii,vuskoniidda,
Locative,vuskonis,vuskoniin,
Comitative,vuskoniin,vuskoniiguin,
Essive,vuoskkun,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,vuskonan,vuskoneame,vuskoneamet
2nd person,vuskonat,vuskoneatte,vuskoneattet
3rd person,vuskonis,vuskoneaskka,vuskoneaset
