0,1,2,3
"Even, vv-v gradation",,,
Nominative,davvi,,
Genitive,davidave,,
,Singular,Plural,
Nominative,davvi,davit,
Accusative,davi,daviid,
Genitive,davidave,daviid,
Illative,davvái,daviide,
Locative,davis,daviin,
Comitative,daviin,daviiguin,
Essive,davvin,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,davván,davváme,davvámet
2nd person,davvát,davváde,davvádet
3rd person,davvis,davviska,davviset
davveoarjidavveviesttaroarjedavvi,davvi,davvenuortinuortadavvi,
oarjiviesttar,,nuorti,
máttaoarjimáttaviesttaroarjelulli,lullimáddi,máttanuortinuortalulli,
