0,1,2,3,4
"Even, vdn-vnn gradation",,,,
Nominative,ivdni,,,
Genitive,ivnniivnne,,,
,Singular,Plural,,
Nominative,ivdni,ivnnit,,
Accusative,ivnni,ivnniid,,
Genitive,ivnniivnne,ivnniid,,
Illative,ivdnái,ivnniide,,
Locative,ivnnis,ivnniin,,
Comitative,ivnniin,ivnniiguin,,
Essive,ivdnin,,,
Possessive forms,,,,
,Singular,Dual,Plural,
1st person,ivdnán,ivdnáme,ivdnámet,
2nd person,ivdnát,ivdnáde,ivdnádet,
3rd person,ivdnis,ivdniska,ivdniset,
Colors in Northern Sami · ivnnit (layout · text),,,,
ruoksat,ruoná,fiskat,?,vielgat
{{{crimson}}},?,?,?,?
?,alit,oránša,ránis,sáhppat
čáhppat,sáhppat,ruškat,?,?
