0,1,2
<  12th,13th,14th  >
Cardinal : golbmanuppelohkái     Ordinal : golbmanuppelogát,,
,,
"Odd, no gradation",,
Attributive,—,
Nominative,golbmanuppelogát,
Genitive,golbmanuppelogáda,
Attributive,—,
,singular,plural
Nominative,golbmanuppelogát,golbmanuppelogádat
Genitive,golbmanuppelogáda,golbmanuppelogádiid
Accusative,golbmanuppelogáda,golbmanuppelogádiid
Illative,golbmanuppelogádii,golbmanuppelogádiidda
Locative,golbmanuppelogádis,golbmanuppelogádiin
Comitative,golbmanuppelogádiin,golbmanuppelogádiiguin
Essive,golbmanuppelogádin,
