0,1,2,3
,singular,,plural
nominative,տարբեր ‎(tarber),տարբերք ‎(tarberkʿ),
genitive,տարբերի ‎(tarberi),տարբերաց ‎(tarberacʿ),
dative,տարբերի ‎(tarberi),տարբերաց ‎(tarberacʿ),
accusative,տարբեր ‎(tarber),տարբերս ‎(tarbers),
ablative,տարբերէ ‎(tarberē),տարբերաց ‎(tarberacʿ),
instrumental,տարբերաւ ‎(tarberaw),տարբերաւք = տարբերօք ‎(tarberawkʿ = tarberōkʿ),
locative,տարբերի ‎(tarberi),տարբերս ‎(tarbers),
,singular,,plural
nominative,տարբեր ‎(tarber),տարբերք ‎(tarberkʿ),
genitive,տարբերի ‎(tarberi),տարբերից ‎(tarbericʿ),
dative,տարբերի ‎(tarberi),տարբերից ‎(tarbericʿ),
accusative,տարբեր ‎(tarber),տարբերս ‎(tarbers),
ablative,տարբերէ ‎(tarberē),տարբերից ‎(tarbericʿ),
instrumental,տարբերիւ ‎(tarberiw),տարբերիւք ‎(tarberiwkʿ),
locative,տարբերի ‎(tarberi),տարբերս ‎(tarbers),
