0,1
,plural only (plurale tantum)
nominative,օձիք ‎(ōjikʿ)
genitive,օձեաց ‎(ōjeacʿ)
dative,օձեաց ‎(ōjeacʿ)
accusative,օձիս ‎(ōjis)
ablative,օձեաց ‎(ōjeacʿ)
instrumental,օձեօք ‎(ōjeōkʿ)
locative,օձիս ‎(ōjis)
An instrumental օձիւք ‎(ōjiwkʿ) is also attested.,
