0,1,2,3
,singular,,plural
nominative,ցանց ‎(cʿancʿ),ցանցք ‎(cʿancʿkʿ),
genitive,ցանցի ‎(cʿancʿi),ցանցից ‎(cʿancʿicʿ),
dative,ցանցի ‎(cʿancʿi),ցանցից ‎(cʿancʿicʿ),
accusative,ցանց ‎(cʿancʿ),ցանցս ‎(cʿancʿs),
ablative,ցանցէ ‎(cʿancʿē),ցանցից ‎(cʿancʿicʿ),
instrumental,ցանցիւ ‎(cʿancʿiw),ցանցիւք ‎(cʿancʿiwkʿ),
locative,ցանցի ‎(cʿancʿi),ցանցս ‎(cʿancʿs),
,singular,,plural
nominative,ցանց ‎(cʿancʿ),ցանցք ‎(cʿancʿkʿ),
genitive,ցանցոյ ‎(cʿancʿoy),ցանցոց ‎(cʿancʿocʿ),
dative,ցանցոյ ‎(cʿancʿoy),ցանցոց ‎(cʿancʿocʿ),
accusative,ցանց ‎(cʿancʿ),ցանցս ‎(cʿancʿs),
ablative,ցանցոյ ‎(cʿancʿoy),ցանցոց ‎(cʿancʿocʿ),
instrumental,ցանցով ‎(cʿancʿov),ցանցովք ‎(cʿancʿovkʿ),
locative,ցանց ‎(cʿancʿ),ցանցս ‎(cʿancʿs),
post-classical,,,
ցանցարկ ‎(cʿancʿark)  ցանցեմ ‎(cʿancʿem),,ցանցիչ ‎(cʿancʿičʿ)  ցանցորդ ‎(cʿancʿord),
