0,1,2,3
,singular,,plural
nominative,վտիտ ‎(vtit),վտիտք ‎(vtitkʿ),
genitive,վտտի ‎(vtti),վտտից ‎(vtticʿ),
dative,վտտի ‎(vtti),վտտից ‎(vtticʿ),
accusative,վտիտ ‎(vtit),վտիտս ‎(vtits),
ablative,վտտէ ‎(vttē),վտտից ‎(vtticʿ),
instrumental,վտտիւ ‎(vttiw),վտտիւք ‎(vttiwkʿ),
locative,վտտի ‎(vtti),վտիտս ‎(vtits),
,singular,,plural
nominative,վտիտ ‎(vtit),վտիտք ‎(vtitkʿ),
genitive,վտտի ‎(vtti),վտտաց ‎(vttacʿ),
dative,վտտի ‎(vtti),վտտաց ‎(vttacʿ),
accusative,վտիտ ‎(vtit),վտիտս ‎(vtits),
ablative,վտտէ ‎(vttē),վտտաց ‎(vttacʿ),
instrumental,վտտաւ ‎(vttaw),վտտաւք = վտտօք ‎(vttawkʿ = vttōkʿ),
locative,վտտի ‎(vtti),վտիտս ‎(vtits),
անվտիտ ‎(anvtit)  վտտանամ ‎(vttanam),,վտտեմ ‎(vttem)  վտտիմ ‎(vttim),
