0,1,2,3,4
,singular,,plural,
nominative,չու ‎(čʿu),չուք ‎(čʿukʿ),,
genitive,չուոյ ‎(čʿuoy),չուոց ‎(čʿuocʿ),,
dative,չուոյ ‎(čʿuoy),չուոց ‎(čʿuocʿ),,
accusative,չու ‎(čʿu),չուս ‎(čʿus),,
ablative,չուոյ ‎(čʿuoy),չուոց ‎(čʿuocʿ),,
instrumental,չուով ‎(čʿuov),չուովք ‎(čʿuovkʿ),,
locative,չու ‎(čʿu),չուս ‎(čʿus),,
a plural instrumental չուօք ‎(čʿuōkʿ) is attested but it should be amended to չուովք ‎(čʿuovkʿ) or չւովք ‎(čʿwovkʿ)a locative ի չուի ‎(i čʿui) is attested,,,,
ամպաչու ‎(ampačʿu)  ամպաչուեմ ‎(ampačʿuem)  անդնդաչու ‎(andndačʿu)  արքայաչու ‎(arkʿayačʿu)  դիաչու ‎(diačʿu)  երկնաչու ‎(erknačʿu)  լուսաչու ‎(lusačʿu),,խորանաչու ‎(xoranačʿu)  ծովաչու ‎(covačʿu)  կենսաչու ‎(kensačʿu)  համաչուեմ ‎(hamačʿuem)  մակուկաչու ‎(makukačʿu)  յածաչու ‎(yacačʿu)  յովանակաչու ‎(yovanakačʿu),,յորդաչու ‎(yordačʿu)  նաւաչու ‎(nawačʿu)  չուական ‎(čʿuakan)  չուարարութիւն ‎(čʿuararutʿiwn)  չուեմ ‎(čʿuem)  վերաչուեմ ‎(veračʿuem)  օդաչու ‎(ōdačʿu)
չոգամ ‎(čʿogam),,,,
