0,1
,singular (uncountable)
nominative,փախուստ ‎(pʿaxust)
genitive,փախստեան ‎(pʿaxstean)
dative,փախստեան ‎(pʿaxstean)
accusative,փախուստ ‎(pʿaxust)
ablative,փախստենէ ‎(pʿaxstenē)
instrumental,փախստեամբ ‎(pʿaxsteamb)
locative,փախստեան ‎(pʿaxstean)
,singular (uncountable)
nominative,փախուստ ‎(pʿaxust)
genitive,փախստի ‎(pʿaxsti)
dative,փախստի ‎(pʿaxsti)
accusative,փախուստ ‎(pʿaxust)
ablative,փախստէ ‎(pʿaxstē)
instrumental,փախստիւ ‎(pʿaxstiw)
locative,փախստի ‎(pʿaxsti)
