0,1
,singular (uncountable)
nominative,թաքուստ ‎(tʿakʿust)
genitive,թաքստեան ‎(tʿakʿstean)
dative,թաքստեան ‎(tʿakʿstean)
accusative,թաքուստ ‎(tʿakʿust)
ablative,թաքստենէ ‎(tʿakʿstenē)
instrumental,թաքստեամբ ‎(tʿakʿsteamb)
locative,թաքստեան ‎(tʿakʿstean)
,singular (uncountable)
nominative,թաքուստ ‎(tʿakʿust)
genitive,թաքստի ‎(tʿakʿsti)
dative,թաքստի ‎(tʿakʿsti)
accusative,թաքուստ ‎(tʿakʿust)
ablative,թաքստէ ‎(tʿakʿstē)
instrumental,թաքստիւ ‎(tʿakʿstiw)
locative,թաքստի ‎(tʿakʿsti)
