0,1
,plural only (plurale tantum)
nominative,օծանելիք ‎(ōcanelikʿ)
genitive,օծանելեաց ‎(ōcaneleacʿ)
dative,օծանելեաց ‎(ōcaneleacʿ)
accusative,օծանելիս ‎(ōcanelis)
ablative,օծանելեաց ‎(ōcaneleacʿ)
instrumental,օծանելեաւք = օծանելեօք ‎(ōcaneleawkʿ = ōcaneleōkʿ)
locative,օծանելիս ‎(ōcanelis)
