0,1,2
,singular (uncountable),
nominative,ալիւր ‎(aliwr),
genitive,ալեր ‎(aler),
dative,ալեր ‎(aler),
accusative,ալիւր ‎(aliwr),
ablative,ալերէ ‎(alerē),
instrumental,ալերբ ‎(alerb),
locative,ալեր ‎(aler),
,singular (uncountable),
nominative,ալիւր ‎(aliwr),
genitive,ալիւրոյ ‎(aliwroy),
dative,ալիւրոյ ‎(aliwroy),
accusative,ալիւր ‎(aliwr),
ablative,ալիւրոյ ‎(aliwroy),
instrumental,ալիւրով ‎(aliwrov),
locative,ալիւր ‎(aliwr),
post-classical,,
,singular (uncountable),
nominative,ալիւր ‎(aliwr),
genitive,ալերոյ ‎(aleroy),
dative,ալերոյ ‎(aleroy),
accusative,ալիւր ‎(aliwr),
ablative,ալերոյ ‎(aleroy),
instrumental,ալերով ‎(alerov),
locative,ալիւր ‎(aliwr),
post-classical,,
ալիւրադիւթ ‎(aliwradiwtʿ),,գարէալիւր ‎(garēaliwr)
