0,1,2,3,4
<  1000,10000.0,,,
Cardinal : բիւր ‎(biwr),,,,
,,,,
,singular,,plural,
nominative,բիւր ‎(biwr),բիւրք ‎(biwrkʿ),,
genitive,բիւրու ‎(biwru),բիւրուց ‎(biwrucʿ),,
dative,բիւրու ‎(biwru),բիւրուց ‎(biwrucʿ),,
accusative,բիւր ‎(biwr),բիւրս ‎(biwrs),,
ablative,բիւրէ ‎(biwrē),բիւրուց ‎(biwrucʿ),,
instrumental,բիւրու ‎(biwru),բիւրուք ‎(biwrukʿ),,
locative,բիւրու ‎(biwru),բիւրս ‎(biwrs),,
"also found singular instrumental բիւրաւ ‎(biwraw), բիւրով ‎(biwrov), plural instrumental բիւրովք ‎(biwrovkʿ), plural genitive բիւրոց ‎(biwrocʿ)",,,,
բազմաբիւր ‎(bazmabiwr)  բազմաբիւրաւոր ‎(bazmabiwrawor)  բիւրաբառեան ‎(biwrabaṙean)  բիւրաբառութիւն ‎(biwrabaṙutʿiwn)  բիւրաբեղուն ‎(biwrabełun)  բիւրաբեր ‎(biwraber)  բիւրագլխի ‎(biwraglxi)  բիւրագոյն ‎(biwragoyn)  բիւրագործ ‎(biwragorc)  բիւրադէմ ‎(biwradēm)  բիւրազգի ‎(biwrazgi)  բիւրակ ‎(biwrak)  բիւրակաճառ ‎(biwrakačaṙ),,բիւրական ‎(biwrakan)  բիւրակերպ ‎(biwrakerp)  բիւրակերպեան ‎(biwrakerpean)  բիւրակնեայ ‎(biwrakneay)  բիւրակործան ‎(biwrakorcan)  բիւրահոս ‎(biwrahos)  բիւրամասնեայ ‎(biwramasneay)  բիւրամեան ‎(biwramean)  բիւրային ‎(biwrayin)  բիւրաչեայ ‎(biwračʿeay)  բիւրապատահար ‎(biwrapatahar)  բիւրապատիժ ‎(biwrapatiž),,բիւրապատիկ ‎(biwrapatik)  բիւրապատկանագոյն ‎(biwrapatkanagoyn)  բիւրապատկեան ‎(biwrapatkean)  բիւրապատկեմ ‎(biwrapatkem)  բիւրապատկիմ ‎(biwrapatkim)  բիւրապարտ ‎(biwrapart)  բիւրաստեղն ‎(biwrastełn)  բիւրատեսակ ‎(biwratesak)  բիւրաւոր ‎(biwrawor)  բիւրեակ ‎(biwreak)  բիւրին ‎(biwrin)  բիւրոստեան ‎(biwrostean)
