0,1,2,3
,singular,,plural
nominative,բաղարջ ‎(bałarǰ),բաղարջք ‎(bałarǰkʿ),
genitive,բաղարջի ‎(bałarǰi),բաղարջաց ‎(bałarǰacʿ),
dative,բաղարջի ‎(bałarǰi),բաղարջաց ‎(bałarǰacʿ),
accusative,բաղարջ ‎(bałarǰ),բաղարջս ‎(bałarǰs),
ablative,բաղարջէ ‎(bałarǰē),բաղարջաց ‎(bałarǰacʿ),
instrumental,բաղարջաւ ‎(bałarǰaw),բաղարջաւք = բաղարջօք ‎(bałarǰawkʿ = bałarǰōkʿ),
locative,բաղարջի ‎(bałarǰi),բաղարջս ‎(bałarǰs),
,singular,,plural
nominative,բաղարջ ‎(bałarǰ),բաղարջք ‎(bałarǰkʿ),
genitive,բաղարջի ‎(bałarǰi),բաղարջից ‎(bałarǰicʿ),
dative,բաղարջի ‎(bałarǰi),բաղարջից ‎(bałarǰicʿ),
accusative,բաղարջ ‎(bałarǰ),բաղարջս ‎(bałarǰs),
ablative,բաղարջէ ‎(bałarǰē),բաղարջից ‎(bałarǰicʿ),
instrumental,բաղարջիւ ‎(bałarǰiw),բաղարջիւք ‎(bałarǰiwkʿ),
locative,բաղարջի ‎(bałarǰi),բաղարջս ‎(bałarǰs),
,singular,,plural
nominative,բաղարջ ‎(bałarǰ),բաղարջք ‎(bałarǰkʿ),
genitive,բաղարջոյ ‎(bałarǰoy),բաղարջոց ‎(bałarǰocʿ),
dative,բաղարջոյ ‎(bałarǰoy),բաղարջոց ‎(bałarǰocʿ),
accusative,բաղարջ ‎(bałarǰ),բաղարջս ‎(bałarǰs),
ablative,բաղարջոյ ‎(bałarǰoy),բաղարջոց ‎(bałarǰocʿ),
instrumental,բաղարջով ‎(bałarǰov),բաղարջովք ‎(bałarǰovkʿ),
locative,բաղարջ ‎(bałarǰ),բաղարջս ‎(bałarǰs),
բաղարջակերք ‎(bałarǰakerkʿ)  բաղարջեայ ‎(bałarǰeay)  բաղարջընծայ ‎(bałarǰəncay),,բաղարջիկ ‎(bałarǰik)  բաղրջուկ ‎(bałrǰuk),
