0,1
,singular (uncountable)
nominative,օրհնել ‎(ōrhnel)
genitive,օրհնելոյ ‎(ōrhneloy)
dative,օրհնելոյ ‎(ōrhneloy)
accusative,օրհնել ‎(ōrhnel)
ablative,օրհնելոյ ‎(ōrhneloy)
instrumental,օրհնելով ‎(ōrhnelov)
locative,օրհնել ‎(ōrhnel)
