0,1,2,3,4
Arabic: مَسَاج ‎(masāj)  Catalan: massatge  Czech: masáž  Dutch: massage  Estonian: massaaž,,German: Massage  Italian: massaggio  Khmer: ម៉ាស្សា‎ ‎(massa‎)  Kudish: masaj  Macedonian: масажа ‎(masáža),,Polish: masaż  Russian: масса́ж ‎(massáž)  Spanish: masaje  Swedish: massage  Turkish: masaj
