0,1,2,3,4,5,6
verbal noun,ভাঙা (bhanga),,,,,
infinitive,ভাঙতে (bhangte),,,,,
progressive participle,ভাঙতে-ভাঙতে (bhangte-bhangte),,,,,
conditional participle,ভাঙলে (bhangle),,,,,
perfect participle,ভেঙে (bhenge),,,,,
habitual participle,ভেঙে-ভেঙে (bhenge-bhenge),,,,,
,1st person,2nd person,3rd person,2nd person,3rd person,
very familiar,familiar,familiar,polite,,,
singular,আমি (ami),তুই (tui),তুমি (tumi),"এ (e), ও (o), সে (she)",আপনি (apni),"ইনি (ini), উনি (uni), তিনি (tini)"
plural,আমরা (amra),তোরা (tora),তোমরা (tomra),"এরা (era), ওরা (ora), তারা (tara)",আপনারা (apnara),"এঁরা (ẽra), ওঁরা (õra), তাঁরা (tãra)"
simple present,ভাঙি (bhangi),ভাঙিস (bhangish),ভাঙো (bhango),ভাঙে (bhange),ভাঙেন (bhangen),
present continuous,ভাঙছি (bhangchi),ভাঙছিস (bhangchish),ভাঙছো (bhangcho),ভাঙছে (bhangche),ভাঙছেন (bhangchen),
present perfect,ভেঙেছি (bhengechi),ভেঙেছিস (bhengechish),ভেঙেছো (bhengecho),ভেঙেছে (bhengeche),ভেঙেছেন (bhengechen),
simple past,ভাঙলাম (bhanglam),ভাঙলি (bhangli),ভাঙলে (bhangle),ভাঙলো (bhanglo),ভাঙলেন (bhanglen),
past continuous,ভাঙছিলাম (bhangchilam),ভাঙছিলি (bhangchili),ভাঙছিলে (bhangchile),ভাঙছিলো (bhangchilo),ভাঙছিলেন (bhangchilen),
past perfect,ভেঙেছিলাম (bhengechilam),ভেঙেছিলি (bhengechili),ভেঙেছিলে (bhengechile),ভেঙেছিলো (bhengechilo),ভেঙেছিলেন (bhengechilen),
habitual/ conditional past,ভাঙতাম (bhangtam),ভাঙতিস (bhangtish),ভাঙতে (bhangte),ভাঙতো (bhangto),ভাঙতেন (bhangten),
future,ভাঙবো (bhangbo),ভাঙবি (bhangbi),ভাঙবে (bhangbe),ভাঙবে (bhangbe),ভাঙবেন (bhangben),
