0,1,2,3,4,5,6,7
infinitive,a completa,,,,,,
gerund,completând,,,,,,
past participle,completat,,,,,,
number,singular,plural,,,,,
person,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
indicative,,eu,tu,el/ea,noi,voi,ei/ele
present,completez,completezi,completează,completăm,completați,completează,
imperfect,completam,completai,completa,completam,completați,completau,
simple perfect,completai,completași,completă,completarăm,completarăți,completară,
pluperfect,completasem,completaseși,completase,completaserăm,completaserăți,completaseră,
subjunctive,,eu,tu,el/ea,noi,voi,ei/ele
present,să completez,să completezi,să completeze,să completăm,să completați,să completeze,
imperative,,—,tu,—,—,voi,—
affirmative,,completează,,,completați,,
negative,,nu completa,,,nu completați,,
