0,1,2,3,4
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) rogoz,rogozul,(niște) rogozuri,rogozurile
genitive/dative,(unui) rogoz,rogozului,(unor) rogozuri,rogozurilor
vocative,rogozule,rogozurilor,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) rogoz,rogozul,(niște) rogoji,rogojii
genitive/dative,(unui) rogoz,rogozului,(unor) rogoji,rogojilor
vocative,rogozule,rogojilor,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) rogoz,rogozul,(niște) rogozi,rogozii
genitive/dative,(unui) rogoz,rogozului,(unor) rogozi,rogozilor
vocative,rogozule,rogozilor,,
mohor  papură  trestie  stuf,,pipirig  șovar  migdală de pământ,,
