0,1,2,3,4
Chemical element,,,,
Ag,Previous: paladiu (Pd),,,
Next: cadmiu (Cd),,,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) argint,argintul,(niște) arginturi,arginturile
genitive/dative,(unui) argint,argintului,(unor) arginturi,arginturilor
vocative,argintule,arginturilor,,
,singular,plural,,
,indefinite articulation,definite articulation,indefinite articulation,definite articulation
nominative/accusative,(un) argint,argintul,(niște) arginți,arginții
genitive/dative,(unui) argint,argintului,(unor) arginți,arginților
vocative,argintule,arginților,,
