0,1,2,3,4
Audio,,(file),,
present tense,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I am),çıplağım,çıplak mıyım?,çıplak değilim,çıplak değil miyim?
sen (you are),çıplaksın,çıplak mısın?,çıplak değilsin,çıplak değil misin?
o (he/she/it is),çıplak / çıplaktır,çıplak mı?,çıplak değil,çıplak değil mi?
biz (we are),çıplağız,çıplak mıyız?,çıplak değiliz,çıplak değil miyiz?
siz (you are),çıplaksınız,çıplak mısınız?,çıplak değilsiniz,çıplak değil misiniz?
onlar (they are),çıplak(lar),çıplak(lar) mı?,çıplak değil(ler),çıplak değiller mi?
past tense,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I was),çıplaktım,çıplak mıydım?,çıplak değildim,çıplak değil miydim?
sen (you were),çıplaktın,çıplak mıydın?,çıplak değildin,çıplak değil miydin?
o (he/she/it was),çıplaktı,çıplak mıydı?,çıplak değildi,çıplak değil miydi?
biz (we were),çıplaktık,çıplak mıydık?,çıplak değildik,çıplak değil miydik?
siz (you were),çıplaktınız,çıplak mıydınız?,çıplak değildiniz,çıplak değil miydiniz?
onlar (they were),çıplaktılar,çıplak mıydılar?,çıplak değildi(ler) / değillerdi,çıplak değil miydiler?
indirect past,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I was),çıplakmışım,çıplak mıymışım?,çıplak değilmişim,çıplak değil miymişim?
sen (you were),çıplakmışsın,çıplak mıymışsın?,çıplak değilmişsin,çıplak değil miymişsin?
o (he/she/it was),çıplakmış,çıplak mıymış?,çıplak değilmiş,çıplak değil miymiş?
biz (we were),çıplakmışız,çıplak mıymışız?,çıplak değilmişiz,çıplak değil miymişiz?
siz (you were),çıplakmışsınız,çıplak mıymışsınız?,çıplak değilmişsiniz,çıplak değil miymişsiniz?
onlar (they were),çıplakmışlar,çıplak mıymışlar?,çıplak değilmiş(ler) / değillermiş,çıplak değil miymişler?
