0,1,2
,singular (tekil),plural (çoğul)
nominative (yalın),düğüm,düğümler
definite accusative (belirtme),düğümü,düğümleri
dative (yönelme),düğüme,düğümlere
locative (bulunma),düğümde,düğümlerde
ablative (çıkma),düğümden,düğümlerden
genitive (tamlayan),düğümün,düğümlerin
,singular,plural
benim (my),düğümüm,düğümlerim
senin (your),düğümün,düğümlerin
onun (his/her/its),düğümü,düğümleri
bizim (our),düğümümüz,düğümlerimiz
sizin (your),düğümünüz,düğümleriniz
onların (their),düğümü / düğümleri,düğümleri
