0,1,2,3,4,5,6
sürmece  sürmeci  sürmecik,,sürmecilik  sürmek  sürmeli,,sürmesiz  sürmeyken,,sürmeyle  sürmeyse
,singular (tekil),plural (çoğul),,,,
nominative (yalın),sürme,sürmeler,,,,
definite accusative (belirtme),sürmeyi,sürmeleri,,,,
dative (yönelme),sürmeye,sürmelere,,,,
locative (bulunma),sürmede,sürmelerde,,,,
ablative (çıkma),sürmeden,sürmelerden,,,,
genitive (tamlayan),sürmenin,sürmelerin,,,,
benim (my),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmem,sürmelerim,,,,
definite accusative (belirtme),sürmemi,sürmelerimi,,,,
dative (yönelme),sürmeme,sürmelerime,,,,
locative (bulunma),sürmemde,sürmelerimde,,,,
ablative (çıkma),sürmemden,sürmelerimden,,,,
genitive (tamlayan),sürmemin,sürmelerimin,,,,
senin (your),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmen,sürmelerin,,,,
definite accusative (belirtme),sürmeni,sürmelerini,,,,
dative (yönelme),sürmene,sürmelerine,,,,
locative (bulunma),sürmende,sürmelerinde,,,,
ablative (çıkma),sürmenden,sürmelerinden,,,,
genitive (tamlayan),sürmenin,sürmelerinin,,,,
onun (her/his/its),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmesi,sürmeleri,,,,
definite accusative (belirtme),sürmesini,sürmelerini,,,,
dative (yönelme),sürmesine,sürmelerine,,,,
locative (bulunma),sürmesinde,sürmelerinde,,,,
ablative (çıkma),sürmesinden,sürmelerinden,,,,
genitive (tamlayan),sürmesinin,sürmelerinin,,,,
bizim (our),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmemiz,sürmelerimiz,,,,
definite accusative (belirtme),sürmemizi,sürmelerimizi,,,,
dative (yönelme),sürmemize,sürmelerimize,,,,
locative (bulunma),sürmemizde,sürmelerimizde,,,,
ablative (çıkma),sürmemizden,sürmelerimizden,,,,
genitive (tamlayan),sürmemizin,sürmelerimizin,,,,
sizin (your),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmeniz,sürmeleriniz,,,,
definite accusative (belirtme),sürmenizi,sürmelerinizi,,,,
dative (yönelme),sürmenize,sürmelerinize,,,,
locative (bulunma),sürmenizde,sürmelerinizde,,,,
ablative (çıkma),sürmenizden,sürmelerinizden,,,,
genitive (tamlayan),sürmenizin,sürmelerinizin,,,,
onların (their),singular (tekil),plural (çoğul),,,,
nominative (yalın),sürmeleri,sürmeleri,,,,
definite accusative (belirtme),sürmelerini,sürmelerini,,,,
dative (yönelme),sürmelerine,sürmelerine,,,,
locative (bulunma),sürmelerinde,sürmelerinde,,,,
ablative (çıkma),sürmelerinden,sürmelerinden,,,,
genitive (tamlayan),sürmelerinin,sürmelerinin,,,,
simple present,singular,plural,,,,
ben (I am),sürmeyim,sürmelerim*,,,,
sen (you are),sürmesin,sürmelersin*,,,,
o (he/she/it is),sürme / sürmedir,sürmeler* / sürmelerdir*,,,,
biz (we are),sürmeyiz,sürmeleriz,,,,
siz (you are),sürmesiniz,sürmelersiniz,,,,
onlar (they are),sürmeler,sürmelerdir,,,,
simple past,singular,plural,,,,
ben (I was),sürmeydim,sürmelerdim*,,,,
sen (you were),sürmeydin,sürmelerdin*,,,,
o (he/she/it was),sürmeydi,sürmelerdi*,,,,
biz (we were),sürmeydik,sürmelerdik,,,,
siz (you were),sürmeydiniz,sürmelerdiniz,,,,
onlar (they were),sürmeydiler,sürmelerdi,,,,
indirect / unwitnessed past,singular,plural,,,,
ben (I was),sürmeymişim,sürmelermişim*,,,,
sen (you were),sürmeymişsin,sürmelermişsin*,,,,
o (he/she/it was),sürmeymiş,sürmelermiş*,,,,
biz (we were),sürmeymişiz,sürmelermişiz,,,,
siz (you were),sürmeymişsiniz,sürmelermişsiniz,,,,
onlar (they were),sürmeymişler,sürmelermiş,,,,
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,,,,,
