0,1,2,3,4
,singular (tekil),plural (çoğul),,
nominative (yalın),denge,dengeler,,
definite accusative (belirtme),dengeyi,dengeleri,,
dative (yönelme),dengeye,dengelere,,
locative (bulunma),dengede,dengelerde,,
ablative (çıkma),dengeden,dengelerden,,
genitive (tamlayan),dengenin,dengelerin,,
benim (my),singular (tekil),plural (çoğul),,
nominative (yalın),dengem,dengelerim,,
definite accusative (belirtme),dengemi,dengelerimi,,
dative (yönelme),dengeme,dengelerime,,
locative (bulunma),dengemde,dengelerimde,,
ablative (çıkma),dengemden,dengelerimden,,
genitive (tamlayan),dengemin,dengelerimin,,
senin (your),singular (tekil),plural (çoğul),,
nominative (yalın),dengen,dengelerin,,
definite accusative (belirtme),dengeni,dengelerini,,
dative (yönelme),dengene,dengelerine,,
locative (bulunma),dengende,dengelerinde,,
ablative (çıkma),dengenden,dengelerinden,,
genitive (tamlayan),dengenin,dengelerinin,,
onun (her/his/its),singular (tekil),plural (çoğul),,
nominative (yalın),dengesi,dengeleri,,
definite accusative (belirtme),dengesini,dengelerini,,
dative (yönelme),dengesine,dengelerine,,
locative (bulunma),dengesinde,dengelerinde,,
ablative (çıkma),dengesinden,dengelerinden,,
genitive (tamlayan),dengesinin,dengelerinin,,
bizim (our),singular (tekil),plural (çoğul),,
nominative (yalın),dengemiz,dengelerimiz,,
definite accusative (belirtme),dengemizi,dengelerimizi,,
dative (yönelme),dengemize,dengelerimize,,
locative (bulunma),dengemizde,dengelerimizde,,
ablative (çıkma),dengemizden,dengelerimizden,,
genitive (tamlayan),dengemizin,dengelerimizin,,
sizin (your),singular (tekil),plural (çoğul),,
nominative (yalın),dengeniz,dengeleriniz,,
definite accusative (belirtme),dengenizi,dengelerinizi,,
dative (yönelme),dengenize,dengelerinize,,
locative (bulunma),dengenizde,dengelerinizde,,
ablative (çıkma),dengenizden,dengelerinizden,,
genitive (tamlayan),dengenizin,dengelerinizin,,
onların (their),singular (tekil),plural (çoğul),,
nominative (yalın),dengeleri,dengeleri,,
definite accusative (belirtme),dengelerini,dengelerini,,
dative (yönelme),dengelerine,dengelerine,,
locative (bulunma),dengelerinde,dengelerinde,,
ablative (çıkma),dengelerinden,dengelerinden,,
genitive (tamlayan),dengelerinin,dengelerinin,,
simple present,singular,plural,,
ben (I am),dengeyim,dengelerim*,,
sen (you are),dengesin,dengelersin*,,
o (he/she/it is),denge / dengedir,dengeler* / dengelerdir*,,
biz (we are),dengeyiz,dengeleriz,,
siz (you are),dengesiniz,dengelersiniz,,
onlar (they are),dengeler,dengelerdir,,
simple past,singular,plural,,
ben (I was),dengeydim,dengelerdim*,,
sen (you were),dengeydin,dengelerdin*,,
o (he/she/it was),dengeydi,dengelerdi*,,
biz (we were),dengeydik,dengelerdik,,
siz (you were),dengeydiniz,dengelerdiniz,,
onlar (they were),dengeydiler,dengelerdi,,
indirect / unwitnessed past,singular,plural,,
ben (I was),dengeymişim,dengelermişim*,,
sen (you were),dengeymişsin,dengelermişsin*,,
o (he/she/it was),dengeymiş,dengelermiş*,,
biz (we were),dengeymişiz,dengelermişiz,,
siz (you were),dengeymişsiniz,dengelermişsiniz,,
onlar (they were),dengeymişler,dengelermiş,,
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,,,
dengeci  dengecilik  dengelemek  dengelenmek,,dengeli  dengelik  dengelilik,,dengesiz  dengesizleşmek  dengesizlik
