0,1,2,3,4,5
Root,,,,,
א־כ־ל,,,,,
non-finite forms,to-infinitive: לֶאֱכֹל  action noun: אֲכִילָה  passive participle: אָכוּל,,,,
finite forms,masculine singular,feminine singular,masculine plural,feminine plural,
past,first person,אָכַלְתִּי,אָכַלְנוּ,,
second person,אָכַלְתָּ,אָכַלְתְּ,אֲכַלְתֶּם,אֲכַלְתֶּן,
third person,אָכַל,אָכְלָה,אָכְלוּ,,
present,all persons,אוֹכֵל,אוֹכֶלֶת,אוֹכְלִים,אוֹכְלוֹת
future,first person,אֹכַל,נֹאכַל,,
second person,תֹּאכַל,תֹּאכְלִי,תֹּאכְלוּ,תֹּאכַלְנָה,
third person,יֹאכַל,תֹּאכַל,יֹאכְלוּ,תֹּאכַלְנָה,
imperative,second person,אֱכֹל,אִכְלִי,אִכְלוּ,אֱכֹלְנָה
