0,1,2,3,4,5
non-finite forms,V;NFIN,,,,
finite forms,masculinesingular,femininesingular,masculineplural,feminineplural,
past,first person,V;1;SG;PST,V;1;PL;PST,,
second person,V;2;SG;PST;MASC,V;2;SG;PST;FEM,V;2;PL;PST;MASC,V;2;PL;PST;FEM,
third person,V;3;SG;PST;MASC,V;3;SG;PST;FEM,V;3;PL;PST,,
present,all persons,V;SG;PRS;MASC,V;SG;PRS;FEM,V;PL;PRS;MASC,V;PL;PRS;FEM
future,first person,V;1;SG;FUT,V;1;PL;FUT,,
second person,V;2;SG;FUT;MASC,V;2;SG;FUT;FEM,V;2;PL;FUT:MASC,V;2;PL;FUT;FEM,
third person,V;3;SG;FUT;MASC,V;3;SG;FUT;FEM,V;3;PL;FUT;MASC,V;3;PL;FUT;FEM,
imperative,second person,V;2;SG;IMP;MASC,V;2;SG;IMP;FEM,V;2;PL;IMP;MASC,V;2;PL;IMP;FEM
notes,"Pronounced תָּרַמְתֶּם/ן in modern informal Hebrew  Uncommon in modern informal Hebrew, but used in formal speech and writing.  Uncommon in modern Hebrew.",,,,
