0,1,2,3,4
Inflection of gemen,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,gemen,—,—,
Neuter singular,gement,—,—,
Plural,gemena,—,—,
Definite,Positive,Comparative,Superlative,
Masculine singular1,gemene,—,—,
All,gemena,—,—,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
Inflection of gemen,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,gemen,gemenen,gemener,gemenerna
Genitive,gemens,gemenens,gemeners,gemenernas
