0,1,2,3
PIE root,,,
*bʰlendʰ-,,,
audio,,(file),
Inflection of blind,,,
Indefinite/attributive,Positive,Comparative,Superlative2
Common singular,blind,blindare,blindast
Neuter singular,blint,blindare,blindast
Plural,blinda,blindare,blindast
Definite,Positive,Comparative,Superlative
Masculine singular1,blinde,blindare,blindaste
All,blinda,blindare,blindaste
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,
