0,1,2,3,4
,uncountable,uncountable,,
Common,indefinite,definite,,
nominative,nästa,nästan,,
genitive,nästas,nästans,,
,Active,Passive,,
Infinitive,nästa,nästas,,
Present tense,nästar,nästas,,
Past tense,nästade,nästades,,
Supine,nästat,nästats,,
Imperative,nästa,—,,
Present participle,nästande,,,
Past participle,nästad,,,
,Active,Passive,,
Infinitive,nästa,nästas,,
Present tense,näster,"nästs, nästes",,
Past tense,näste,nästes,,
Supine,näst,nästs,,
Imperative,näst,—,,
Present participle,nästande,,,
Past participle,—,,,
