0,1,2,3,4
Inflection of lyft,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,lyft,—,—,
Neuter singular,lyft,—,—,
Plural,lyfta,—,—,
Definite,Positive,Comparative,Superlative,
Masculine singular1,lyfte,—,—,
All,lyfta,—,—,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
Inflection of lyft,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,lyft,lyften,lyftar,lyftarna
Genitive,lyfts,lyftens,lyftars,lyftarnas
Inflection of lyft,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,lyft,lyftet,lyft,lyften
Genitive,lyfts,lyftets,lyfts,lyftens
