0,1,2,3,4
Inflection of välta,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,välta,vältan,vältor,vältorna
Genitive,vältas,vältans,vältors,vältornas
,Active,Passive,,
Infinitive,välta,vältas,,
Present tense,välter,"välts, vältes",,
Past tense,välte,vältes,,
Supine,vält,välts,,
Imperative,vält,—,,
Present participle,vältande,,,
Past participle,vält,,,
,Active,Passive,,
Infinitive,välta,vältas,,
Present tense,vältar,vältas,,
Past tense,vältade,vältades,,
Supine,vältat,vältats,,
Imperative,välta,—,,
Present participle,vältande,,,
Past participle,vältad,,,
